"x1" "x2" "y"
"1" 1.53953725751489 -1.19524110667408 0.976667516996084
"2" 2.89205678645521 3.50234336778522 -0.24782067236059
"3" 1.29665802326053 1.01710165478289 4.8580355211468
"4" 2.97403715364635 4.17259626276791 10.6708204545746
"5" 1.31205285713077 -0.873489359393716 2.4977958032891
"6" 2.27440992370248 2.0370688252151 6.52695682244347
"7" 4.95800196565688 3.39859489537776 -9.55922446682467
"8" 2.97827482502908 -0.725661721080542 0.0392178651546781
"9" 1.66273440700024 4.89773282967508 10.7574365272552
"10" 4.6196634573862 4.52341840788722 0.538424282713256
"11" 3.82913951296359 2.90177700482309 -0.39775526511343
"12" 4.36912267189473 1.93319067545235 -1.64560017349229
"13" 2.67703223228455 2.69026233069599 2.10396245870541
"14" 1.10420379973948 4.01945266500115 7.2258059849492
"15" 1.28190571069717 -1.21745371818542 4.32091116608204
"16" 1.23835924081504 1.80678614601493 6.11658004452549
"17" 1.620167539455 3.05238328129053 3.25980121630858
"18" 1.94173703715205 2.94728616625071 7.53968145024395
"19" 3.96685179136693 -1.38181763701141 -6.29844720958145
"20" 1.77750024944544 -2.51010037586093 4.60410429089682
"21" 2.79008714389056 0.867721546441317 1.23122949195738
"22" 1.64626849349588 3.49707878008485 7.00031748540661
"23" 2.0719382558018 -1.01746094040573 1.79772959177068
"24" 2.61868742667139 2.10122723318636 3.28372150959785
"25" 4.94314276613295 2.78396285139024 -4.2071909179428
"26" 3.86367711983621 0.0829256754368544 -4.06064450033252
"27" 4.69242164958268 -2.01050762832165 -10.9311926165679
"28" 3.38255213666707 -0.127295067533851 -1.83095750645489
"29" 1.07994343526661 0.147753950208426 4.44588083884689
"30" 4.08344650268555 -1.11781953461468 -5.52272040112374
"31" 3.32977704145014 -2.9617418050766 -2.73227421679422
"32" 4.37581920437515 -0.0434333980083466 -7.37247310248101
"33" 4.94873942714185 4.64922359026968 -2.4703779330933
"34" 1.68006439972669 0.400570843368769 3.76165188841866
"35" 1.52489090710878 2.04873443767428 7.70359515606931
"36" 4.08564143627882 -0.290076160803437 -5.71215704036717
"37" 4.28650272451341 -1.11182269640267 -7.40603739815121
"38" 1.37978649232537 1.64627393335104 4.9902799463056
"39" 1.22031015250832 -1.63635783083737 1.9627992138141
"40" 1.63090583775192 4.16249041073024 7
"41" 4.29896376281977 0.403496477752924 -6.3362558606353
"42" 4.80181015469134 -0.589798931032419 -11.1479774305487
"43" 3.64795400761068 1.34772080555558 -2.89955112670574
"44" 2.70541085675359 4.4165839087218 1.13418972146306
"45" 3.84128807205707 -2.20564449578524 -6.70160064232907
"46" 2.32766597624868 3.98550939373672 3.3132983724372
"47" 1.55693143326789 1.63311208598316 5.61900710100259
"48" 4.33058896753937 0.25710921920836 -7.12579128248805
"49" 2.49420923646539 1.24173113144934 4.52213389811232
"50" 4.61186231859028 2.0465244576335 -7.28951984252835
"51" 3.61538548953831 4.7698734793812 -4.66926093580314
"52" 3.19079635012895 -1.55030809342861 -2.46899969979577
"53" 3.49971706047654 4.6002698764205 3.83038612267238
"54" 4.13387975562364 2.58592688292265 1.76651593975567
"55" 1.66673851106316 -1.16823976673186 -0.219134568926889
"56" 1.39369569253176 -2.64168275520205 2.53472301340276
"57" 3.35960386134684 1.361358769238 1.20094512485711
"58" 2.86882436089218 -0.237791741266847 0.149827523157414
"59" 2.73525057453662 4.85419757477939 6.4755599039357
"60" 2.67393055930734 3.34957876801491 6.71339593675447
"61" 2.59287311788648 4.22206378169358 12.0725619181357
"62" 0.5 3 6.75
"63" 4.49221704620868 3.78330696187913 -6.16427603719651
"64" 1.65838022436947 3.48871848918498 19.7371684935844
"65" 1.25910448562354 2.48520385660231 8.80046082240525
"66" 3.59495191276073 -1.1779167521745 3
"67" 3.25789537839592 -0.716149877756834 -1.68391392487502
"68" 1.22112518083304 3.61225608177483 10.051588366641
"69" 1.05468342266977 3.24128804728389 8.59686933852872
"70" 1.29061899706721 2.57569499127567 4.31308802065081
"71" 2.23831093125045 -1.46594797633588 1.32326313798923
"72" 4.21465662494302 0.710966788232327 -5.08357242085928
"73" 4.23092715535313 0.0230725891888142 -6.46912678825535
"74" 2.96882508508861 1.55318852327764 2.85705175772003
"75" 3.43744138907641 0.267220394685864 -1.59824918813081
"76" 2.59027828834951 4.78801776282489 1.35144624976665
"77" 4.15311648137867 -2.97055057622492 -11.0353075760471
"78" 4.65099443309009 1.95247341319919 -7.06396692073441
"79" 1.39872767589986 -1.74210474267602 4.21375508705301
"80" 3.48619493842125 -2.39921669475734 -3.6665197778199
"81" 1.78280322253704 3.26831169240177 8.37455424534594
"82" 2.60426720790565 3.37263733148575 6.05154459464847
"83" 2.24329317174852 0.990284176543355 3.6154425717037
"84" 2.34986185468733 1.43480533547699 2.79111366913041
"85" 2.40845526289195 -0.350473694503307 1.23952336919031
"86" 3.23218644689769 -1.08754155039787 -4.34404431479317
"87" 3.14980808924884 -2.10588402114809 -2.31508789206866
"88" 3.1162192998454 -1.17436166480184 -3.38051880996961
"89" 3.65289501752704 1.24591870233417 -4.00017005522021
"90" 1.40102124866098 4.32204296253622 11.9883256006328
"91" 4.80403703916818 2.63024502061307 -11.0612038312922
"92" 4.31389875523746 -1.21915698982775 -11.0974432135291
"93" 2.99888378195465 -2.30181556195021 -0.327714672296911
"94" 4.6764713274315 1.56567371636629 -9.51956565155438
"95" 1.17548458371311 0.207036312669516 4.14410788748306
"96" 4.62750099040568 2.60216546989977 -4.67208821152492
"97" 1.28802799992263 -0.259489830583334 3.55452961479274
"98" 3.67966130841523 3.08429246768355 -0.803372097153785
"99" 2.03048744890839 3.22390046902001 6.12878078216571
"100" 1.63666145969182 1.35893441177905 4.86904937726713
